"972","veroniquecaprasse","DéFI","1827.jpg","Véronique","Caprasse","1950-11-20","Crainhem/Kraainem","Alderman (or Chair of CPAS)"
"973","alexiscalmeyn","Other party","2017.jpg","Alexis","Calmeyn","1973-04-26","Drogenbos","Mayor"
"974","pierredeneyer","CD&V","2943.jpg","Pierre","Deneyer",\N,"Galmaarden","Mayor"
"975","joroggen","Open VLD","4315.jpg","Jo","Roggen","1971-12-02","Geetbets","Burgemeester"
"977","marleenmertens","CD&V","2076.jpg","Marleen","Mertens","1960-10-04","Grimbergen","Mayor"
"978","edmondfillet","Open VLD","2145.jpg","Edmond (Mon)","Fillet",\N,"Wespelaar","Mayor"
"979","dirkpieters","CD&V","2084.jpg","Dirk","Pieters","1954-12-31","Halle","Federale Kamer van Volksvertegenwoordigers"
"980","marleenschouteden","N-VA","1990.jpg","Marleen","Schouteden","1945-05-25","Herent","Mayor"
"981","krispoelaert","CD&V","2085.jpg","Kris","Poelaert","1972-03-27","Sint-Pieters-Kapelle","Mayor"
"982","jeanpierretaverniers","CD&V","2091.jpg","Jean-Pierre","Taverniers","1957-05-30","Hoegaarden","Mayor"
"983","timvandenput","Open VLD","1495.gif","Tim","Vandenput","1971-11-06","Hoeilaart","Mayor"
"984","hanseyssen","CD&V","2061.jpg","Hans","Eyssen",\N,"Holsbeek","Mayor"
"985","georgesvanderlinden","Open VLD","2405.png","Georges","Vanderlinden",\N,"Huldenberg",""
"986","krisleaerts","CD&V","2070.jpg","Kris","Leaerts","1968-01-09","Kampenhout","Mayor"
"987","edwarddewit","CD&V","2048.jpg","Edward","De Wit","1950-02-03","Kapelle-op-den-Bos","Mayor"
"989","andrealles","Open VLD","1717.jpg","André","Alles","1952-03-05","Ransberg","Mayor"
"990","christaes","CD&V","1413.jpg","Chris","Taes","1955-12-22","Kortenberg","Mayor"
"991","ginodebroux","sp.a","1999.jpg","Gino","Debroux","1969-02-04","Landen","Alderman (or Chair of CPAS)"
"992","josceyssens","CD&V","2022.jpg","Joseph (Jos)","Ceyssens",\N,"Zoutleeuw ","Mayor"
"993","lucwynant","CD&V","3539.jpg","Luc","Wynant",\N,"Liedekerke","Mayor"
"994","marcwijnants","CD&V","2121.jpg","Marc","Wynants","1956-09-10","Linter","Mayor"
"995","jozefdeborger","CD&V","2039.jpg","Jozef","De Borger","1961-08-09","Londerzeel","Mayor"
"996","jeanpierredegroef","sp.a","1998.png","Jean-Pierre","De Groef","1957-03-07","Machelen","Mayor"
"997","josemmerechts","CD&V","2059.jpg","Jozef (Jos)","Emmerechts",\N,"Meise","Mayor"
"998","eddiedeblock","Open VLD","2132.jpg","Eddie","De Block","1967-05-22","Merchtem","Mayor"
"999","albertbeerens","Open VLD","1770.jpg","Albert","Beerens",\N,"Opwijk","Mayor"
"1000","adridaniels","CD&V","2037.jpg","Adri","Daniëls",\N,"Oud-Heverlee","Mayor"
"1001","dirkbrankaer","N-VA","2012.jpg","Dirk","Brankaer","1954-09-23","Overijse","Mayor"
"1002","eddytimmermans","Open VLD","3353.jpg","Eddy","Timmermans",\N,"Pepingen","Mayor"
"1003","christinehemerijckx","CD&V","2066.jpg","Christine","Hemerijckx","1965-12-11","Pamel","Mayor"
"1004","emmanuelmanuclaes","CD&V","2023.jpg","Emmanuel (Manu)","Claes","1959-02-26","Testelt","Mayor"
"1005","pierrerolin","cdH","2181.jpg","Pierre","Rolin",\N,"Rhode-Saint-Genèse","Mayor"
"1006","lucdeconinck","N-VA","628.jpg","Luc","Deconinck","1954-09-28","Sint-Pieters-Leeuw","Mayor"
"1007","kurtryon","N-VA","1989.jpg","Kurt","Ryon",\N,"Steenokkerzeel","Mayor"
"1008","ronaldparys","Open VLD","2155.png","Ronald","Parys",\N,"Ternat","Mayor"
"1009","janspooren","N-VA","1484.gif","Jan","Spooren","1969-01-12","Duisburg","Mayor"
"1010","rudibeeken","Open VLD","1768.jpg","Rudi","Beeken","1969-09-12","","Burgemeester"
"1011","pauldams","Open VLD","2130.jpg","Paul","Dams",\N,"Tremelo-Baal","Mayor"
"1012","christianandries","Other party","1718.jpg","Christian","Andries",\N,"Wemmel",\N
"1013","fredericpetit","MR","2172.jpg","Frédéric","Petit","1954-03-07","Wezembeek-Oppem","Mayor"
"1014","francisvermeiren","Open VLD","2180.png","Francis","Vermeiren","1936-10-11","Zaventem","Mayor"
"1015","bartcoopman","CD&V","2030.jpg","Bart","Coopman","1967-04-21","Zemst-Hofstade","Mayor"
"1016","gerardliefooghe","CD&V","2169.jpg","Gerard","Liefooghe","1957-09-16","Alveringem","Mayor"
"1017","claudevanmarcke","Open VLD","2191.jpg","Claude","Van Marcke",\N,"Anzegem","Mayor"
"1018","lievenvantieghem","CD&V","2111.jpg","Lieven","Vantieghem",\N,"Waarmaarde	","Mayor"
"1019","johanderycke","CD&V","2043.jpg","Johan","De Rycke",\N,"Beernem","Burgemeester"
"1020","patrickdeklerck","Open VLD","2137.jpg","Patrick","De Klerck","1965-06-01","Uitkerke","Mayor"
"1021","stevevandenberghe","sp.a","1540.jpg","Steve","Vandenberghe","1971-06-05","Bredene","Mayor"
"1022","renaatlanduyt","sp.a","1842.jpg","Renaat","Landuyt","1959-01-28","Brugge","Mayor"
"1023","dirkbisschop","CD&V","2028.jpg","Dirk","Bisschop","2015-01-01","Damme",""
"1024","peterbreemersch","Open VLD","2013.jpg","Peter","Breemersch","1959-10-02","De Haan (Vlissegem)","Mayor"
"1025","claudecroes","CD&V","2035.png","Claude","Croes","1974-01-03","Deerlijk","Mayor"
"1026","lieslaridon","CD&V","627.jpg","Lies","Laridon","1969-05-16","Diksmuide","Mayor"
"1027","peterroose","sp.a","2182.jpg","Peter","Roose","1969-07-31","Veurne","Mayor"
"1028","barthalewyck","CD&V","2065.jpg","Bart","Halewyck","1962-07-26","Gistel","Mayor"
"1029","alaintop","sp.a","773.jpg","Alain","Top","1965-12-21","Harelbeke","Mayor"
"1030","marclewyllie","Municipal Intrests","2168.jpg","Marc","Lewyllie","1953-09-09","Heuvelland","Mayor"
"1031","ritademare","CD&V","2051.jpg","Rita","Demaré","1963-07-11","Hooglede","Mayor"
"1032","annvansteenkiste","CD&V","3469.png","Ann","Vansteenkiste","1971-06-14","Houthulst","Mayor"
"1033","karlbonny","CD&V","1820.jpg","Karl","Bonny","1958-03-07","Eernegem (Ichtegem)","Mayor"
"1034","kurtwindels","Other party","2194.jpg","Kurt","Windels",\N,"Ingelmunster","Mayor"
"1035","danielvanhessche","CD&V","2105.jpg","Daniël","Vanhessche","1960-04-21","Zerkegem","Mayor"
"1036","graafleopoldlippens","CD&V","2170.jpg","Graaf Leopold","Lippens","1941-10-20","Knokke-Heist","Mayor"
"1037","patricklansens","sp.a","2002.jpg","Patrick","Lansens","1964-08-05","Koekelare","Mayor"
"1038","toonvancoillie","Open VLD","2174.jpg","Toon","Vancoillie","1962-04-14","Kortemark","Mayor"
"1039","francisbenoit","CD&V","1796.jpg","Francis","Benoit","1972-12-15","Kuurne","Mayor"
"1040","alainwyffels","CD&V","2124.jpg","Alain","Wyffels","1966-04-22","Langemark-Poelkapelle","Mayor"
"1041","bartdochy","CD&V","1440.jpg","Bart","Dochy","1972-10-29","Ledegem","Mayor"
"1042","carinedewaele","CD&V","2054.jpg","Carine","Dewaele","1958-07-20","Lendelede","Mayor"
"1043","riabeeusaertpattyn","CD&V","1781.jpg","Ria","Beeusaert-Pattyn","1962-08-04","Lichtervelde","Mayor"
"1044","lodemorlion","CD&V","2077.jpg","Lode","Morlion","1960-11-23","Lo-Reninge","Mayor"
"1045","sandyevrard","Open VLD","2144.png","Sandy","Evrard","1969-05-05","Mesen","Mayor"
"1046","dirkverwilst","CD&V","3519.jpg","Dirk","Verwilst","1967-08-09","Meulebeke","Mayor"
"1047","jannarommelopstaele","Open VLD","2163.png","Janna","Rommel-Opstaele",\N,"Middelkerke","Mayor"
"1048","wardvergote","Other party","746.jpg","Ward","Vergote","1961-10-31","Moorslede","Mayor"
"1049","rolandcrabbe","CD&V","2033.jpg","Roland","Crabbe","1943-10-28","Nieuwpoort","Mayor"
"1051","lucvanparys","CD&V","2107.jpg","Luc","Vanparys","1949-05-21","Oostkamp","Mayor"
"1052","jeanbonte","CD&V","2006.jpg","Jean-Marie","Bonte","1951-11-08","Oostrozebeke","Province or municipal councillor"
"1053","ignacedereeper","CD&V","2053.jpg","Ignace","Dereeper","1946-07-12","Oudenburg","Mayor"
"1054","ivandelaere","CD&V","2050.jpg","Ivan","Delaere",\N,"Pittem","Mayor"
"1055","christofdejaegher","CD&V","2049.jpg","Christof","Dejaegher","1973-08-22","Poperinge","Mayor"
"1056","lucmartens","CD&V","2074.jpg","Luc","Martens","1946-04-18","Roeselare ","Mayor"
"1057","greetderoo","Other party","2027.jpg","Greet","De Roo","1960-04-19","Ruiselede","Mayor"
"1058","francescovanderjeugd","Open VLD","1533.jpg","Francesco","Vanderjeugd","1988-02-03","Staden","Mayor"
"1059","elsrammelaere","N-VA","2179.jpg","Els","De Rammelaere","1969-04-12","Tielt","Mayor"
"1060","norbertdecuyper","CD&V","2040.jpg","Norbert","De Cuyper","1943-01-01","Torhout","Province or municipal councillor"
"1061","stephanmourisse","Open VLD","2171.jpg","Stephan","Mourisse",\N,"Westvleteren","Mayor"
"1063","yourocasier","sp.a","1997.jpg","Youro","Casier","1968-11-21","Geluwe - Wervik (Wervicq)","Mayor"
"1064","janseynhaeve","CD&V","2088.jpg","Jan","Seynhaeve",\N,"Wevelgem","Mayor"
"1065","janstevens","CD&V","2183.jpg","Jan","Stevens","1961-04-05","Wielsbeke","Mayor"
"1066","hendrikverkest","CD&V","2113.jpg","Hendrik","Verkest",\N,"Wingene","Mayor"
"1067","patrickarnou","CD&V","1741.jpg","Patrick","Arnou","1958-02-01","Zedelgem",\N
"1068","annickvermeulen","Other party","2108.jpg","Annick","Vermeulen","1966-12-08","Zedelgem","Mayor"
"1069","dirkcardoen","Other party","2018.jpg","Dirk","Cardoen","1939-01-01","Beselare (Zonnebeke)",""
"1070","alaindevlieghe","Mayor's list","2127.jpg","Alain","De Vlieghe",\N,"Zuienkerke","Mayor"
"1071","marcdoutreluigne","Open VLD","2140.jpg","Marc","Doutreluingne","1955-10-04","Zwevegem","Mayor"
"1072","patrickhoste","CD&V","2142.jpg","Patrick","Hoste","1957-03-28","Aalter","Alderman (or Chair of CPAS)"
"1073","christophdhaese","N-VA","1480.gif","Christoph","D'Haese","1967-02-25","Aalst","Mayor"
"1074","philippedeconinck","Open VLD","2135.jpg","Philippe","De Coninck","1957-02-24","Basseveld","Mayor"
"1075","katjagabriels","Open VLD","1804.gif","Katja","Gabriëls","1975-02-13","Berlare","Mayor"
"1076","tomvanherreweghe","Other party","2192.jpg","Tom","Van Herreweghe",\N,"Buggenhout","Mayor"
"1077","hildeclaeys","Other party","2019.jpg","Hilde","Claeys","1971-01-03","De Pinte","Mayor"
"1078","janvermeulen","CD&V","2116.jpg","Jan","Vermeulen","1970-06-25","Deinze","Mayor"
"1079","jandier","Other party","2128.jpg","Jan","De Dier","1961-02-11","Denderleeuw","Mayor"
"1080","pieterbuyse","CD&V","2292.jpg","Pieter","Buyse","1958-10-18","Dendermonde","Mayor"
"1081","marcdepauw","Open VLD","2138.jpg","Marc","De Pauw","1953-06-04","Destelbergen","Mayor"
"1082","koenloete","CD&V","2072.jpg","Koen","Loete","1967-06-16","Eeklo","Mayor"
"1083","hugodewaele","CD&V","2046.jpg","Hugo","De Waele",\N,"Erpe-Mere","Mayor"
"1084","joeridemaertelare","N-VA","1662.jpg","Joeri","De Maertelaere","1975-02-09","Evergem","Mayor"
"1085","hugoleroy","Open VLD","2148.jpg","Hugo","Leroy","1940-07-26","Gavere","Mayor"
"1086","veerlebaeyens","N-VA","1763.jpg","Veerle","Baeyens","1970-04-19","Haaltert","Mayor"
"1087","hermanvijt","CD&V","2118.jpg","Herman","Vijt","1959-12-24","Hamme","Mayor"
"1088","johanvantittelboom","Open VLD","2173.jpg","Johan","Van Tittelboom","1959-09-21","Herzele- Borsbeke","Mayor"
"1089","josephbrowaeys","Open VLD","2014.jpg","Joseph","Browaeys","1939-01-17","Horebeke","Mayor"
"1090","filipgijssels","Other party","2154.jpg","Filip","Gijssels","1968-06-07","Kaprijke","Mayor"
"1091","philippewillequet","Municipal Intrests","2193.png","Philippe","Willequet",\N,"Kluisbergen","Mayor"
"1092","fredytanghe","Other party","2184.png","Fredy","Tanghe","1953-05-11","Knesselare",""
"1093","josstassen","Groen!","2126.jpg","Jos","Stassen","1961-02-12","Kruibeke","Mayor"
"1094","joopverzele","CD&V","663.jpg","Joop","Verzele","1972-05-19","Kruishoutem","Mayor"
"1095","ignacedebaerdemaeker","Open VLD","2131.jpg","Ignace","De Baerdemaeker","1955-07-23","Laarne","Mayor"
"1096","agneslannoovanwanseele","Other party","3833.jpg","Agnes","Lannoo-Van Wanseele",\N,"Sint-Martens-Latem","Mayor"
"1097","francoissaeys","Open VLD","2164.jpg","François","Saeys","1956-01-01","Lebbeke","Mayor"
"1098","rolanduyttendaele","CD&V","2094.jpg","Roland","Uyttendaele","1951-06-26","Lede","Mayor"
"1099","jurgensoetens","CD&V","2089.jpg","Jurgen","Soetens","1969-10-02","Lierde","Mayor"
"1100","yvesdeswaene","Open VLD","2143.jpg","Yves","Deswaene","1966-07-03","Lochristi","Mayor"
"1101","christiaandewispelaere","CD&V","2047.jpg","Christiaan (Chris)","De Wispelaere","1947-07-15","Lovendegem","Mayor"
"1102","annyvandecatsyne","Open VLD","2175.jpg","Anny","Vande Catsyne",\N,"Maarkedal","Alderman (or Chair of CPAS)"
"1103","marleenvandenbussche","CD&V","2095.jpg","Marleen","Van den Bussche",\N,"Maldegem","Mayor"
"1104","dirkdemaeseneer","CD&V","2025.jpg","Dirk","De Maeseneer","1954-06-01","Melle","Mayor"
"1105","filipthienpont","CD&V","2092.jpg","Filip","Thienpont",\N,"Merelbeke","Mayor"
"1106","robbydecaluwe","Open VLD","2133.jpg","Robby","De Caluwé","1975-01-01","Moerbeke","Mayor"
"1107","dannyclaeys","CD&V","2029.jpg","Danny","Claeys","1955-09-15","Nazareth","Mayor"
"1108","johancornelis","CD&V","2032.jpg","Johan","Cornelis","1958-10-17","Nevele","Mayor"
"1109","michelcasteur","Open VLD","2021.jpg","Michel","Casteur","1946-01-13","Voorde (Ninove)",""
"1110","johanvandurme","CD&V","2190.png","Johan","Van Durme","1960-09-22","Oosterzele","Mayor"
"1111","lucdupont","CD&V","2141.jpg","Luc","Dupont",\N,"Ronse","Mayor"
"1112","remiaudenaert","CD&V","1743.jpg","Remi","Audenaert",\N,"Sint-Pauwels (Sint-Gillis","Province or municipal councillor"
"1113","frankivandemoere","Other party","2189.jpg","Franki","Van de Moere",\N,"Sint-Laureins","Mayor"
"1114","lievenlatoir","Other party","2382.jpg","Lieven","Latoir","1952-10-24","Letterhoutem","Mayor"
"1115","lievendehandschutter","N-VA","1510.jpg","Lieven","Dehandschutter","1958-06-09","Sint-Niklaas","Mayor"
"1116","stanyderechter","Municipal Intrests","2026.jpg","Stany","De Rechter",\N,"Stekene","Mayor"
"1117","lucderyck","CD&V","2042.jpg","Luc","De Ryck","1949-11-11","Temse ","Mayor"
"1118","anncoopman","CD&V","2031.jpg","Ann","Coopman","1961-06-24","Waarschoot","Mayor"
"1119","micheldutre","CD&V","2058.jpg","Michel","Du Tré",\N,"Waasmunster","Mayor"
"1120","rudyvancronenburg","sp.a","2188.jpg","Rudy","Van Cronenburg","1950-10-04","Wachtebeke","Burgemeester"
"1122","kennethtaylor","Open VLD","2186.jpg","Kenneth","Taylor","1981-04-02","Wichelen","Mayor"
"1123","lucvandermeeren","Open VLD","2176.png","Luc","Vander Meeren","1960-08-30","Elsegem","Mayor"
"1124","patrickpoppe","Open VLD","2160.jpg","Patrick","Poppe",\N,"Zele","Mayor"
"1125","frankbruggeman","Open VLD","2015.jpg","Frank","Bruggeman",\N,"Zelzate","Mayor"
"1126","kathleenhutsebaut","CD&V","2068.jpg","Kathleen","Hutsebaut","1961-04-12","Zingem (Huise)","Mayor"
"1127","tonyvermeire","CD&V","2114.png","Tony","Vermeire","1974-12-06","Zomergem","Mayor"
"1128","jennedepotter","CD&V","838.jpg","Jenne","De Potter","1979-10-08","Zottegem","Mayor"
"1129","simonlagrange","Open VLD","2363.jpg","Simon","Lagrange","1983-12-11","Zulte-Olsene","Mayor"
"1130","karendecolfmacker","Open VLD","2134.png","Karen","De Colfmacker","1985-01-08","Zwalm","Mayor"
"1131","marcpenxten","N-VA","1988.jpg","Marc","Penxten","1960-08-16","Alken","Mayor"
"1132","mielcraeghs","Other party","2020.jpg","Emiel","Craeghs","1952-06-23","As","Mayor"
"1133","mauricewebers","sp.a","2009.jpg","Maurice","Webers",\N,"Beringen","Mayor"
"1135","josclaessens","Open VLD","877.jpg","Jos","Claessens","1951-02-07","Bocholt","Mayor"
"1136","stijnvanbaelen","CD&V","2204.jpg","Stijn","Van Baelen","1966-05-29","Bocholt","Alderman (or Chair of CPAS)"
"1137","dannydeneuker","sp.a","2000.jpg","Danny","Deneuker","1961-10-02","Borgloon","Mayor"
"1138","patrickhermans","sp.a","2157.jpg","Patrick","Hermans","1967-11-03","Diepenbeek","Mayor"
"1139","wimdries","CD&V","2056.png","Wim","Dries","1972-03-24","Genk","Mayor"
"1140","charlymoyaerts","sp.a","2003.jpg","Charly","Moyaerts","1953-03-08","Gingelom","Mayor"
"1141","erikvanroelen","CD&V","2100.jpg","Erik","Van Roelen","1969-06-16","Halen","Mayor"
"1142","dirkdevis","CD&V","2045.jpg","Dirk","De Vis","1948-06-02","Ham","Mayor"
"1143","theoschuurmans","CD&V","2087.jpg","Theo","Schuurmans",\N,"Hamont-Achel","Mayor"
"1144","hildeclaes","sp.a","659.jpg","Hilde","Claes","1967-10-27","Hasselt","Mayor"
"1145","jandalemans","Other party","2024.jpg","Jan","Dalemans",\N,"Hechtel-Eksel","Mayor"
"1146","kristofpirard","Open VLD","2115.jpg","Kristof","Pirard","1978-10-14","Heers","Alderman (or Chair of CPAS)"
"1147","henridumont","Mayor's list","2001.jpg","Henri","Dumont",\N,"Heers","Mayor"
"1148","bartgruyters","CD&V","2064.jpg","Bart","Gruyters","1961-07-25","Herck-de-stad ","Mayor"
"1150","marioborremans","N-VA","1983.jpg","Mario","Borremans","1972-10-08","Heusden-Zolder","Mayor"
"1151","wernerraskin","Open VLD","2161.jpg","Werner","Raskin",\N,"Hoeselt","Mayor"
"1152","guythys","N-VA","1991.jpg","Guy","Thys",\N,"Hoeselt","Alderman (or Chair of CPAS)"
"1154","jobrouns","CD&V","666.jpg","Jo","Brouns","1975-01-12","Kinrooi","Mayor"
"1155","tomthijssen","CD&V","2093.jpg","Tom","Thijsen","1980-10-03","Kortessem","Mayor"
"1156","lucwouters","CD&V","2122.jpg","Luc","Wouters","1969-11-14","Lummen","Mayor"
"1157","jancreemers","CD&V","2034.jpg","Jan","Creemers","1952-06-22","Maaseik","Mayor"
"1158","bennybamps","CD&V","1764.jpg","Benny","Bamps","1958-01-01","Nieuwerkerken","Mayor"
"1159","rafdrieskens","CD&V","2057.jpg","Raf","Drieskens","1971-04-23","Neerpelt","Mayor"
"1160","bennyspreeuwers","CD&V","2090.jpg","Benny","Spreeuwers",\N,"Opglabbeek","Mayor"
"1161","jaakfransen","CD&V","2062.jpg","Jaak","Fransen",\N,"Overpelt","Mayor"
"1162","stevenmathei","CD&V","2080.jpg","Steven","Matheï","1977-05-26","Peer","Mayor"
"1163","markvos","CD&V","1018.jpg","Mark","Vos","1969-04-25","Riemst","Mayor"
"1165","johnyderaeve","Open VLD","2150.jpg","Johny","De Raeve",\N,"Zonhoven","Mayor"
"1166","jefbobbaers","Other party","1814.jpg","Jef","Bobbaers","1951-05-13","Zutendaal","Mayor"
"1167","anspersoons","sp.a","4192.jpg","Ans","Persoons",\N,"Brussel ",""
"1179","karelstessens","sp.a","1816.jpg","Karel","Stessens","1949-09-29","Vorst",\N
"1180","hanneloregoeman","sp.a","4050.jpg","Hannelore","Goeman",\N,"Vorst","Brussels Parliament"
"1182","hannesdegeest","sp.a","615.jpg","Hannes","De Geest","1979-12-30","Jette","Province or municipal councillor"
"1196","tombalthazar","sp.a","4182.jpg","Tom","Balthazar",\N,"Gent",""
"1202","lievenmeert","sp.a","4136.jpg","Lieven","Meert",\N,"Ninove",""
"1209","krisverduyckt","sp.a","4114.jpg","Kris","Verduyckt","1977-04-02","Lommel",""
"1211","yasinkilic","sp.a","662.jpg","Yasin","Kilic","1985-07-23","Genk",\N
"1212","hannesanaf","sp.a","611.png","Hannes","Anaf","1985-03-04","Turnhout",\N
"1213","ayselbayraktar","sp.a","4436.jpg","Aysel","Bayraktar",\N,"Lier",""
"1218","kimdorikens","sp.a","1241.png","Kim","Dorikens","1973-10-21","Hoevenen",""
"1224","zandervliegen","sp.a","632.jpg","Zander","Vliegen","1987-04-09","Zandvliet",\N
"1230","rikrottger","sp.a","2586.jpg","Rik","Röttger","1977-03-22","Boom","Provincial executive"
"1231","ingaverhaert","sp.a","2596.jpg","Inga","Verhaert","1969-04-18","Kalmthout","Provincial executive"
"1232","anverlinden","sp.a","1003.png","An","Verlinden","1978-03-23","Duffel",\N
"1240","annemariekota","sp.a","1220.jpg","Annemarie","Kota","1973-11-13","Olmen",""
"1243","greetvangool","sp.a","2365.jpg","Greet","van Gool","1962-08-04","Merksem (Antwerpen)",""
"1245","karinjiroflee","sp.a","1503.gif","Karin","Jiroflée","1962-05-19","Haacht","Province or municipal councillor"
"1247","marcsnoeck","sp.a","4075.jpg","Marc","Snoeck",\N,"Halle",""
"1248","dirklodewijk","sp.a","3609.jpg","Dirk","Lodewijk","1961-06-15","Liedekerke",""
"1250","marcflorquin","sp.a","2645.jpg","Marc","Florquin",\N,"Diest","Provincial executive"
"1252","houarielhannouti","sp.a","630.jpg","Houari","El Hannouti","1975-01-22","Vilvoorde",""
"1253","karinapeeters","sp.a","3367.png","Karina","Peeters",\N,"Dilbeek",""
"1258","tomtroch","sp.a","3630.png","Tom","Troch",\N,"Londerzeel",""
"1259","biekeverlinden","sp.a","2316.jpg","Bieke","Verlinden","1984-02-18","Leuven",""
"1260","bertranddemiddeleer","sp.a","752.jpg","Bertrand","Demiddeleer","1971-06-12","Halle","Province or municipal councillor"
"1263","elkeallard","sp.a","3390.jpg","Elke","Allard",\N,"Geetbets",""
"1266","ahmetkoc","Independent","1652.jpg","Ahmet","Koç",\N,"Beverlo (Beringen)",""
"1267","myriamgiebens","sp.a","4119.jpg","Myriam","Giebens","1970-03-06","Maaseik",""
"1268","fonsverwimp","sp.a","2008.jpg","Fons","Verwimp",\N,"Tessenderlo","Mayor"
"1269","filipmoers","sp.a","620.jpg","Filip","Moers","1996-01-01","Engelmanshoven",\N
"1275","birgittcarlier","sp.a","3640.png","Birgitt","Carlier","1976-01-25","Lummen","Alderman (or Chair of CPAS)"
"1276","prittykaur","sp.a","624.jpg","Pritty","Kaur","1989-07-15","Velm",""
"1278","johnnyvrancken","sp.a","4176.jpg","Johnny","Vrancken",\N,"Tongeren",""
"1282","katiecoppens","sp.a","4134.jpg","Katie","Coppens",\N,"Ninove",""
"1284","koenhaelters","sp.a","1416.jpg","Koen","Haelters","1982-03-26","Ronse",""
"1295","rudycoddens","sp.a","4064.jpg","Rudy","Coddens",\N,"Drongen",""
"1305","lorevonck","sp.a","648.jpg","Lore","Vonck","1996-01-01","Hofstade (O.-Vl.)",\N
"1307","tundiedhont","sp.a","613.jpg","Tundie","D'hont","1978-02-20","Deerlijk",""
"1308","simonbekaert","sp.a","4168.jpg","Simon","Bekaert",\N,"Tielt",""
"1309","biekemoerman","sp.a","612.jpg","Bieke","Moerman","1989-05-28","Diksmuide",""
"1311","baukevandeghinste","sp.a","629.jpg","Bauke","Vandeghinste","1990-12-05","Desselgem",\N
"1313","frankduhamel","sp.a","4101.png","Frank","Duhamel",\N,"Izegem","Alderman (or Chair of CPAS)"
"1317","annicklambrecht","sp.a","4203.jpg","Annick","Lambrecht",\N,"Sint-Michiels",""
"1323","frankydeblock","sp.a","2653.jpg","Franky","De Block","1951-10-27","Oostende","Provincial executive"
"1330","robertdelathouwer","sp.a","1620.jpg","Robert","Delathouwer","1953-08-18","Koekelberg",""
"1332","saidelkhadraoui","sp.a","625.jpg","Saïd","El Khadraoui","1975-04-09","",""
"1333","arachidaoutferdine","sp.a","674.jpg","Arachida","Outferdine","1974-09-01","Ukkel",""
"1334","robbeenders","sp.a","1534.jpg","Rob","Beenders","1979-04-26","Hasselt","Belgian Senate"
"1335","mustafaaytar","sp.a","1659.jpg","Mustafa","Aytar",\N,"Houthalen-Helchteren",""
"1339","gerardstassen","sp.a","4175.jpg","Gerard","Stassen","1964-06-24","Tongeren",""
"1340","karolieneens","sp.a","3872.jpg","Karolien","Eens",\N,"Tessenderlo",""
"1343","alessandrocucchiara","sp.a","660.jpg","Alessandro","Cucchiara","1989-02-02","Genk",""
"1347","jokequintens","sp.a","2208.jpg","Joke","Quintens",\N,"Genk","Alderman (or Chair of CPAS)"
"1348","bertmoyaers","sp.a","3321.jpg","Bert","Moyaers","1980-09-20","Herk-de-Stad",""
"1350","valerieplessers","sp.a","669.jpg","Valerie","Plessers","1971-11-25","Overpelt",\N
"1355","michelstevens","sp.a","3583.jpg","Michel","Stevens",\N,"Lanaken",""
"1358","patricklismont","sp.a","3393.jpg","Patrick","Lismont",\N,"Gingelom",""
"1361","ludwigvandenhove","sp.a","2621.jpg","Ludwig","Vandenhove","1959-12-10","Sint-Truiden","Provincial executive"
"1362","christelgeerts","sp.a","4337.jpg","Christel","Geerts",\N,"","Senaat"
"1379","freddydepuydt","sp.a","4055.jpg","Freddy","Depuydt",\N,"Eeklo",""
"1382","anneliesstorms","sp.a","4187.jpg","Annelies","Storms",\N,"Sint-Amandsberg",""
"1383","resultapmaz","sp.a","4185.jpg","Resul","Tapmaz",\N,"Gent",""
"1384","jorisvandenbroucke","sp.a","1542.jpg","Joris","Vandenbroucke","1976-12-07","Gent (St-Amandsberg)","Flemish Parliament"
"1389","sandradesmet","sp.a","2371.jpg","Sandra","De Smet","1971-11-17","Laarne","Province or municipal councillor"
"1390","lisahoutman","sp.a","1322.png","Lisa","Houtman","1989-11-07","Denderhoutem",""
"1392","wouterdeschepper","sp.a","1228.jpg","Wouter","De Schepper","1981-11-12","Deinze",""
"1398","hedwindeclercq","sp.a","3307.jpg","Hedwin","De Clercq",\N,"Brakel",""
"1400","tinesoens","sp.a","1538.jpg","Tine","Soens","1988-01-08","Kortrijk","Flemish Parliament"
"1403","aaronooms","sp.a","1222.jpg","Aaron","Ooms","1987-08-21","Oostende",\N
"1411","kurtgrymonprez","sp.a","4100.jpg","Kurt","Grymonprez",\N,"Izegem",""
"1414","liendeblaere","sp.a","640.jpg","Lien","Deblaere","1980-08-23","Wervik",""
"1419","enigovandendriessche","sp.a","3489.jpg","Enigo","Vandendriessche",\N,"Ingelmunster",""
"1423","wardgillis","Other party","3687.jpg","Ward","Gillis",\N,"Moorslede",""
"1428","rikdebeaussaert","sp.a","2981.jpg","Rik","Debeaussaert",\N,"Hooglede","Province or municipal councillor"
"1429","katiasegers","sp.a","634.jpg","Katia","Segers","1967-06-11","Liedekerke","Belgian Senate"
"1431","fatimalamarti","sp.a","1664.jpg","Fatima","Lamarti",\N,"Vilvoorde",""
"1433","dirkdewulf","sp.a","2917.jpg","Dirk","De Wulf","1964-06-03","Machelen","Alderman (or Chair of CPAS)"
"1436","cilcuypers","sp.a","1285.jpg","Cecilia (Cil)","Cuypers","1962-02-15","Bierbeek","Alderman (or Chair of CPAS)"
"1443","johnnyreweghs","sp.a","3398.jpg","Johnny","Reweghs",\N,"Glabbeek ",""
